identifier,source_ref,dimension,dataset_id,indicator_id,policy_count,status,error
urn:sds:reg:esrs:e1_6_20,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_20,urn:ngsi-ld:Indicator:Percentage_of_market-based_Scope_2_GHG_emissions_linked_to_purchased_electricity_bundled_with_in,2,success,
urn:sds:reg:esrs:e1_6_21,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_21,urn:ngsi-ld:Indicator:Percentage_of_contractual_instruments_used_for_sale_and_purchase_of_energy_bundled_with_attribut,2,success,
urn:sds:reg:esrs:e1_6_22,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_22,urn:ngsi-ld:Indicator:Percentage_of_contractual_instruments_used_for_sale_and_purchase_of_unbundled_energy_attribute_c,2,success,
urn:sds:reg:esrs:e1_6_23,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_23,urn:ngsi-ld:Indicator:Disclosure_of_types_of_contractual_instruments_used_for_sale_and_purchase_of_energy_bundled_with,2,success,
urn:sds:reg:esrs:e1_6_24,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_24,urn:ngsi-ld:Indicator:Biogenic_emissions_of_CO2_from_combustion_or_bio-degradation_of_biomass_not_included_in_Scope_2_,2,success,
urn:sds:reg:esrs:e1_6_25,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_25,urn:ngsi-ld:Indicator:Percentage_of_GHG_Scope_3_calculated_using_primary_data,2,success,
urn:sds:reg:esrs:e1_6_26,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_26,urn:ngsi-ld:Indicator:Disclosure_of_why_Scope_3_GHG_emissions_category_has_been_excluded,2,success,
urn:sds:reg:esrs:e1_6_27,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_27,urn:ngsi-ld:Indicator:List_of_Scope_3_GHG_emissions_categories_included_in_inventory,2,success,
urn:sds:reg:esrs:e1_6_28,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_28,urn:ngsi-ld:Indicator:Biogenic_emissions_of_CO2_from_combustion_or_bio-degradation_of_biomass_that_occur_in_value_chai,2,success,
urn:sds:reg:esrs:e1_6_29,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_29,urn:ngsi-ld:Indicator:Disclosure_of_reporting_boundaries_considered_and_calculation_methods_for_estimating_Scope_3_GHG,2,success,
urn:sds:reg:esrs:e1_6_30,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_30,urn:ngsi-ld:Indicator:GHG_emissions_intensity_location-based_total_GHG_emissions_per_net_revenue_,2,success,
urn:sds:reg:esrs:e1_6_31,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_31,urn:ngsi-ld:Indicator:GHG_emissions_intensity_market-based_total_GHG_emissions_per_net_revenue_,2,success,
urn:sds:reg:esrs:e1_6_32,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_32,urn:ngsi-ld:Indicator:Disclosure_of_reconciliation_to_financial_statements_of_net_revenue_used_for_calculation_of_GHG_,2,success,
urn:sds:reg:esrs:e1_6_33,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_33,urn:ngsi-ld:Indicator:Net_revenue,2,success,
urn:sds:reg:esrs:e1_6_34,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_34,urn:ngsi-ld:Indicator:Net_revenue_used_to_calculate_GHG_intensity,2,success,
urn:sds:reg:esrs:e1_6_35,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_6_35,urn:ngsi-ld:Indicator:Net_revenue_other_than_used_to_calculate_GHG_intensity,2,success,
urn:sds:reg:esrs:e1_7_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_01,urn:ngsi-ld:Indicator:Disclosure_of_GHG_removals_and_storage_resulting_from_projects_developed_in_own_operations_or_co,2,success,
urn:sds:reg:esrs:e1_7_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_02,urn:ngsi-ld:Indicator:Disclosure_of_GHG_emission_reductions_or_removals_from_climate_change_mitigation_projects_outsid,2,success,
urn:sds:reg:esrs:e1_7_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_03,urn:ngsi-ld:Indicator:Removals_and_carbon_credits_are_used,2,success,
urn:sds:reg:esrs:e1_7_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_04,urn:ngsi-ld:Indicator:GHG_Removals_and_storage_Activity_by_undertaking_scope_breakdown_by_own_operations_and_value_cha,2,success,
urn:sds:reg:esrs:e1_7_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_05,urn:ngsi-ld:Indicator:Total_GHG_removals_and_storage,2,success,
urn:sds:reg:esrs:e1_7_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_06,urn:ngsi-ld:Indicator:GHG_emissions_associated_with_removal_activity,2,success,
urn:sds:reg:esrs:e1_7_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_07,urn:ngsi-ld:Indicator:Reversals,2,success,
urn:sds:reg:esrs:e1_7_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_08,urn:ngsi-ld:Indicator:Disclosure_of_calculation_assumptions_methodologies_and_frameworks_applied_GHG_removals_and_stor,2,success,
urn:sds:reg:esrs:e1_7_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_09,urn:ngsi-ld:Indicator:Removal_activity_has_been_converted_into_carbon_credits_and_sold_on_to_other_parties_on_voluntar,2,success,
urn:sds:reg:esrs:e1_7_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_10,urn:ngsi-ld:Indicator:Total_amount_of_carbon_credits_outside_value_chain_that_are_verified_against_recognised_quality_,2,success,
urn:sds:reg:esrs:e1_7_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_11,urn:ngsi-ld:Indicator:Total_amount_of_carbon_credits_outside_value_chain_planned_to_be_cancelled_in_future,2,success,
urn:sds:reg:esrs:e1_7_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_12,urn:ngsi-ld:Indicator:Disclosure_of_extent_of_use_and_quality_criteria_used_for_carbon_credits,2,success,
urn:sds:reg:esrs:e1_7_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_13,urn:ngsi-ld:Indicator:Percentage_of_reduction_projects,2,success,
urn:sds:reg:esrs:e1_7_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_14,urn:ngsi-ld:Indicator:Percentage_of_removal_projects,2,success,
urn:sds:reg:esrs:e1_7_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_15,urn:ngsi-ld:Indicator:Type_of_carbon_credits_from_removal_projects,2,success,
urn:sds:reg:esrs:e1_7_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_16,urn:ngsi-ld:Indicator:Percentage_for_recognised_quality_standard,2,success,
urn:sds:reg:esrs:e1_7_17,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_17,urn:ngsi-ld:Indicator:Percentage_issued_from_projects_in_European_Union,2,success,
urn:sds:reg:esrs:e1_7_18,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_18,urn:ngsi-ld:Indicator:Percentage_that_qualifies_as_corresponding_adjustment,2,success,
urn:sds:reg:esrs:e1_7_19,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_19,urn:ngsi-ld:Indicator:Date_when_carbon_credits_outside_value_chain_are_planned_to_be_cancelled,2,success,
urn:sds:reg:esrs:e1_7_20,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_20,urn:ngsi-ld:Indicator:Explanation_of_scope_methodologies_and_frameworks_applied_and_how_residual_GHG_emissions_are_int,2,success,
urn:sds:reg:esrs:e1_7_21,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_21,urn:ngsi-ld:Indicator:Public_claims_of_GHG_neutrality_that_involve_use_of_carbon_credits_have_been_made,2,success,
urn:sds:reg:esrs:e1_7_22,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_22,urn:ngsi-ld:Indicator:Public_claims_of_GHG_neutrality_that_involve_use_of_carbon_credits_are_accompanied_by_GHG_emissi,2,success,
urn:sds:reg:esrs:e1_7_23,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_23,urn:ngsi-ld:Indicator:Claims_of_GHG_neutrality_and_reliance_on_carbon_credits_neither_impede_nor_reduce_achievement_of,2,success,
urn:sds:reg:esrs:e1_7_24,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_24,urn:ngsi-ld:Indicator:Explanation_of_whether_and_how_public_claims_of_GHG_neutrality_that_involve_use_of_carbon_credit,2,success,
urn:sds:reg:esrs:e1_7_25,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_7_25,urn:ngsi-ld:Indicator:Explanation_of_credibility_and_integrity_of_carbon_credits_used,2,success,
urn:sds:reg:esrs:e1_8_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_01,urn:ngsi-ld:Indicator:Carbon_pricing_scheme_by_type,2,success,
urn:sds:reg:esrs:e1_8_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_02,urn:ngsi-ld:Indicator:Type_of_internal_carbon_pricing_scheme,2,success,
urn:sds:reg:esrs:e1_8_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_03,urn:ngsi-ld:Indicator:Description_of_specific_scope_of_application_of_carbon_pricing_scheme,2,success,
urn:sds:reg:esrs:e1_8_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_04,urn:ngsi-ld:Indicator:Carbon_price_applied_for_each_metric_tonne_of_greenhouse_gas_emission,2,success,
urn:sds:reg:esrs:e1_8_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_05,urn:ngsi-ld:Indicator:Description_of_critical_assumptions_made_to_determine_carbon_price_applied,2,success,
urn:sds:reg:esrs:e1_8_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_06,urn:ngsi-ld:Indicator:Percentage_of_gross_Scope_1_greenhouse_gas_emissions_covered_by_internal_carbon_pricing_scheme,2,success,
urn:sds:reg:esrs:e1_8_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_07,urn:ngsi-ld:Indicator:Percentage_of_gross_Scope_2_greenhouse_gas_emissions_covered_by_internal_carbon_pricing_scheme,2,success,
urn:sds:reg:esrs:e1_8_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_08,urn:ngsi-ld:Indicator:Percentage_of_gross_Scope_3_greenhouse_gas_emissions_covered_by_internal_carbon_pricing_scheme,2,success,
urn:sds:reg:esrs:e1_8_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_8_09,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_carbon_price_used_in_internal_carbon_pricing_scheme_is_consistent_,2,success,
urn:sds:reg:esrs:e1_9_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_01,urn:ngsi-ld:Indicator:Assets_at_material_physical_risk_before_considering_climate_change_adaptation_actions,2,success,
urn:sds:reg:esrs:e1_9_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_02,urn:ngsi-ld:Indicator:Assets_at_acute_material_physical_risk_before_considering_climate_change_adaptation_actions,2,success,
urn:sds:reg:esrs:e1_9_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_03,urn:ngsi-ld:Indicator:Assets_at_chronic_material_physical_risk_before_considering_climate_change_adaptation_actions,2,success,
urn:sds:reg:esrs:e1_9_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_04,urn:ngsi-ld:Indicator:Percentage_of_assets_at_material_physical_risk_before_considering_climate_change_adaptation_acti,2,success,
urn:sds:reg:esrs:e1_9_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_05,urn:ngsi-ld:Indicator:Disclosure_of_location_of_significant_assets_at_material_physical_risk,2,success,
urn:sds:reg:esrs:e1_9_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_06,urn:ngsi-ld:Indicator:Disclosure_of_location_of_its_significant_assets_at_material_physical_risk_disaggregated_by_NUTS,2,success,
urn:sds:reg:esrs:e1_9_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_07,urn:ngsi-ld:Indicator:Percentage_of_assets_at_material_physical_risk_addressed_by_climate_change_adaptation_actions,2,success,
urn:sds:reg:esrs:e1_9_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_08,urn:ngsi-ld:Indicator:Net_revenue_from_business_activities_at_material_physical_risk,2,success,
urn:sds:reg:esrs:e1_9_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_09,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_from_business_activities_at_material_physical_risk,2,success,
urn:sds:reg:esrs:e1_9_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_10,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_anticipated_financial_effects_for_assets_and_business_activities_a,2,success,
urn:sds:reg:esrs:e1_9_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_11,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_assessment_of_assets_and_business_activities_considered_to_be_at_m,2,success,
urn:sds:reg:esrs:e1_9_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_12,urn:ngsi-ld:Indicator:Disclosure_of_risk_factors_for_net_revenue_from_business_activities_at_material_physical_risk,2,success,
urn:sds:reg:esrs:e1_9_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_13,urn:ngsi-ld:Indicator:Disclosure_of_magnitude_of_anticipated_financial_effects_in_terms_of_margin_erosion_for_business,2,success,
urn:sds:reg:esrs:e1_9_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_14,urn:ngsi-ld:Indicator:Assets_at_material_transition_risk_before_considering_climate_mitigation_actions,2,success,
urn:sds:reg:esrs:e1_9_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_15,urn:ngsi-ld:Indicator:Percentage_of_assets_at_material_transition_risk_before_considering_climate_mitigation_actions,2,success,
urn:sds:reg:esrs:e1_9_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_16,urn:ngsi-ld:Indicator:Percentage_of_assets_at_material_transition_risk_addressed_by_climate_change_mitigation_actions,2,success,
urn:sds:reg:esrs:e1_9_17,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_17,urn:ngsi-ld:Indicator:Total_carrying_amount_of_real_estate_assets_by_energy_efficiency_classes,2,success,
urn:sds:reg:esrs:e1_9_18,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_18,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_potential_effects_on_future_financial_performance_and_position_for,2,success,
urn:sds:reg:esrs:e1_9_19,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_19,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_assessment_of_assets_and_business_activities_considered_to_be_at_m,2,success,
urn:sds:reg:esrs:e1_9_20,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_20,urn:ngsi-ld:Indicator:Estimated_amount_of_potentially_stranded_assets,2,success,
urn:sds:reg:esrs:e1_9_21,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_21,urn:ngsi-ld:Indicator:Percentage_of_estimated_share_of_potentially_stranded_assets_of_total_assets_at_material_transit,2,success,
urn:sds:reg:esrs:e1_9_22,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_22,urn:ngsi-ld:Indicator:Total_carrying_amount_of_real_estate_assets_for_which_energy_consumption_is_based_on_internal_es,2,success,
urn:sds:reg:esrs:e1_9_23,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_23,urn:ngsi-ld:Indicator:Liabilities_from_material_transition_risks_that_may_have_to_be_recognised_in_financial_statement,2,success,
urn:sds:reg:esrs:e1_9_24,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_24,urn:ngsi-ld:Indicator:Number_of_Scope_1_GHG_emission_allowances_within_regulated_emission_trading_schemes,2,success,
urn:sds:reg:esrs:e1_9_25,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_25,urn:ngsi-ld:Indicator:Number_of_emission_allowances_stored_from_previous_allowances_at_beginning_of_reporting_period,2,success,
urn:sds:reg:esrs:e1_9_26,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_26,urn:ngsi-ld:Indicator:Potential_future_liabilities_based_on_existing_contractual_agreements_associated_with_carbon_cre,2,success,
urn:sds:reg:esrs:e1_9_27,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_27,urn:ngsi-ld:Indicator:Monetised_gross_Scope_1_and_2_GHG_emissions,2,success,
urn:sds:reg:esrs:e1_9_28,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_28,urn:ngsi-ld:Indicator:Monetised_total_GHG_emissions,2,success,
urn:sds:reg:esrs:e1_9_29,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_29,urn:ngsi-ld:Indicator:Net_revenue_from_business_activities_at_material_transition_risk,2,success,
urn:sds:reg:esrs:e1_9_30,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_30,urn:ngsi-ld:Indicator:Net_revenue_from_customers_operating_in_coal-related_activities,2,success,
urn:sds:reg:esrs:e1_9_31,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_31,urn:ngsi-ld:Indicator:Net_revenue_from_customers_operating_in_oil-related_activities,2,success,
urn:sds:reg:esrs:e1_9_32,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_32,urn:ngsi-ld:Indicator:Net_revenue_from_customers_operating_in_gas-related_activities,2,success,
urn:sds:reg:esrs:e1_9_33,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_33,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_from_customers_operating_in_coal-related_activities,2,success,
urn:sds:reg:esrs:e1_9_34,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_34,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_from_customers_operating_in_oil-related_activities,2,success,
urn:sds:reg:esrs:e1_9_35,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_35,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_from_customers_operating_in_gas-related_activities,2,success,
urn:sds:reg:esrs:e1_9_36,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_36,urn:ngsi-ld:Indicator:Percentage_of_net_revenue_from_business_activities_at_material_transition_risk,2,success,
urn:sds:reg:esrs:e1_9_37,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_37,urn:ngsi-ld:Indicator:Disclosure_of_risk_factors_for_net_revenue_from_business_activities_at_material_transition_risk,2,success,
urn:sds:reg:esrs:e1_9_38,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_38,urn:ngsi-ld:Indicator:Disclosure_of_anticipated_financial_effects_in_terms_of_margin_erosion_for_business_activities_a,2,success,
urn:sds:reg:esrs:e1_9_39,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_39,urn:ngsi-ld:Indicator:Disclosure_of_reconciliations_with_financial_statements_of_significant_amounts_of_assets_and_net,2,success,
urn:sds:reg:esrs:e1_9_40,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_40,urn:ngsi-ld:Indicator:Disclosure_of_reconciliations_with_financial_statements_of_significant_amounts_of_assets_liabili,2,success,
urn:sds:reg:esrs:e1_9_41,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_41,urn:ngsi-ld:Indicator:Expected_cost_savings_from_climate_change_mitigation_actions,2,success,
urn:sds:reg:esrs:e1_9_42,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_42,urn:ngsi-ld:Indicator:Expected_cost_savings_from_climate_change_adaptation_actions,2,success,
urn:sds:reg:esrs:e1_9_43,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_43,urn:ngsi-ld:Indicator:Potential_market_size_of_low-carbon_products_and_services_or_adaptation_solutions_to_which_under,2,success,
urn:sds:reg:esrs:e1_9_44,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_9_44,urn:ngsi-ld:Indicator:Expected_changes_to_net_revenue_from_low-carbon_products_and_services_or_adaptation_solutions_to,2,success,
urn:sds:reg:esrs:e1_gov_3_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_gov_3_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_climate-related_considerations_are_factored_into_remuneration_of_m,2,success,
urn:sds:reg:esrs:e1_gov_3_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_gov_3_02,urn:ngsi-ld:Indicator:Percentage_of_remuneration_recognised_that_is_linked_to_climate_related_considerations,2,success,
urn:sds:reg:esrs:e1_gov_3_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_gov_3_03,urn:ngsi-ld:Indicator:Explanation_of_climate-related_considerations_that_are_factored_into_remuneration_of_members_of_,2,success,
urn:sds:reg:esrs:e1_iro_1_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_01,urn:ngsi-ld:Indicator:Description_of_process_in_relation_to_impacts_on_climate_change,2,success,
urn:sds:reg:esrs:e1_iro_1_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_02,urn:ngsi-ld:Indicator:Description_of_process_in_relation_to_climate-related_physical_risks_in_own_operations_and_along,2,success,
urn:sds:reg:esrs:e1_iro_1_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_03,urn:ngsi-ld:Indicator:Climate-related_hazards_have_been_identified_over_short-_medium-_and_long-term_time_horizons,2,success,
urn:sds:reg:esrs:e1_iro_1_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_04,urn:ngsi-ld:Indicator:Undertaking_has_screened_whether_assets_and_business_activities_may_be_exposed_to_climate-relate,2,success,
urn:sds:reg:esrs:e1_iro_1_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_05,urn:ngsi-ld:Indicator:Short-_medium-_and_long-term_time_horizons_have_been_defined,2,success,
urn:sds:reg:esrs:e1_iro_1_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_06,urn:ngsi-ld:Indicator:Extent_to_which_assets_and_business_activities_may_be_exposed_and_are_sensitive_to_identified_cl,2,success,
urn:sds:reg:esrs:e1_iro_1_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_07,urn:ngsi-ld:Indicator:Identification_of_climate-related_hazards_and_assessment_of_exposure_and_sensitivity_are_informe,2,success,
urn:sds:reg:esrs:e1_iro_1_08,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_08,urn:ngsi-ld:Indicator:Explanation_of_how_climate-related_scenario_analysis_has_been_used_to_inform_identification_and_,2,success,
urn:sds:reg:esrs:e1_iro_1_09,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_09,urn:ngsi-ld:Indicator:Description_of_process_in_relation_to_climate-related_transition_risks_and_opportunities_in_own_,2,success,
urn:sds:reg:esrs:e1_iro_1_10,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_10,urn:ngsi-ld:Indicator:Transition_events_have_been_identified_over_short-_medium-_and_long-term_time_horizons,2,success,
urn:sds:reg:esrs:e1_iro_1_11,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_11,urn:ngsi-ld:Indicator:Undertaking_has_screened_whether_assets_and_business_activities_may_be_exposed_to_transition_eve,2,success,
urn:sds:reg:esrs:e1_iro_1_12,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_12,urn:ngsi-ld:Indicator:Extent_to_which_assets_and_business_activities_may_be_exposed_and_are_sensitive_to_identified_tr,2,success,
urn:sds:reg:esrs:e1_iro_1_13,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_13,urn:ngsi-ld:Indicator:Identification_of_transition_events_and_assessment_of_exposure_has_been_informed_by_climate-rela,2,success,
urn:sds:reg:esrs:e1_iro_1_14,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_14,urn:ngsi-ld:Indicator:Assets_and_business_activities_that_are_incompatible_with_or_need_significant_efforts_to_be_comp,2,success,
urn:sds:reg:esrs:e1_iro_1_15,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_15,urn:ngsi-ld:Indicator:Explanation_of_how_climate-related_scenario_analysis_has_been_used_to_inform_identification_and_,2,success,
urn:sds:reg:esrs:e1_iro_1_16,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_iro_1_16,urn:ngsi-ld:Indicator:Explanation_of_how_climate_scenarios_used_are_compatible_with_critical_climate-related_assumptio,2,success,
urn:sds:reg:esrs:e1_sbm_3_01,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_01,urn:ngsi-ld:Indicator:Type_of_climate-related_risk,2,success,
urn:sds:reg:esrs:e1_sbm_3_02,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_02,urn:ngsi-ld:Indicator:Description_of_scope_of_resilience_analysis,2,success,
urn:sds:reg:esrs:e1_sbm_3_03,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_03,urn:ngsi-ld:Indicator:Disclosure_of_how_resilience_analysis_has_been_conducted,2,success,
urn:sds:reg:esrs:e1_sbm_3_04,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_04,urn:ngsi-ld:Indicator:Disclosure_of_when_resilience_analysis_has_been_conducted,2,success,
urn:sds:reg:esrs:e1_sbm_3_05,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_05,urn:ngsi-ld:Indicator:Time_horizons_applied_for_resilience_analysis,2,success,
urn:sds:reg:esrs:e1_sbm_3_06,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_06,urn:ngsi-ld:Indicator:Description_of_results_of_resilience_analysis,2,success,
urn:sds:reg:esrs:e1_sbm_3_07,ESRS Official,E,urn:ngsi-ld:Dataset:esrs_e1_sbm_3_07,urn:ngsi-ld:Indicator:Description_of_ability_to_adjust_or_adapt_strategy_and_business_model_to_climate_change,2,success,
