identifier,source_ref,dimension,dataset_id,indicator_id,policy_count,status,error
urn:sds:reg:esrs:s2_2_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_2_08,urn:ngsi-ld:Indicator:Statement_in_case_the_undertaking_has_not_adopted_a_general_process_to_engage_with_value_chain_w,2,success,
urn:sds:reg:esrs:s2_2_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_2_09,urn:ngsi-ld:Indicator:Disclosure_of_timeframe_for_adoption_of_general_process_to_engage_with_value_chain_workers_in_ca,2,success,
urn:sds:reg:esrs:s2_3_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_01,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_to_and_processes_for_providing_or_contributing_to_remedy_where_un,2,success,
urn:sds:reg:esrs:s2_3_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_02,urn:ngsi-ld:Indicator:Disclosure_of_specific_channels_in_place_for_value_chain_workers_to_raise_concerns_or_needs_dire,2,success,
urn:sds:reg:esrs:s2_3_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_03,urn:ngsi-ld:Indicator:Disclosure_of_processes_through_which_undertaking_supports_or_requires_availability_of_channels,2,success,
urn:sds:reg:esrs:s2_3_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_04,urn:ngsi-ld:Indicator:Disclosure_of_how_issues_raised_and_addressed_are_tracked_and_monitored_and_how_effectiveness_of,2,success,
urn:sds:reg:esrs:s2_3_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_05,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_it_is_assessed_that_value_chain_workers_are_aware_of_and_trust_str,2,success,
urn:sds:reg:esrs:s2_3_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_06,urn:ngsi-ld:Indicator:Policies_regarding_protection_against_retaliation_for_individuals_that_use_channels_to_raise_con,2,success,
urn:sds:reg:esrs:s2_3_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_07,urn:ngsi-ld:Indicator:Statement_in_case_the_undertaking_has_not_adopted_a_channel_for_raising_concerns,2,success,
urn:sds:reg:esrs:s2_3_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_08,urn:ngsi-ld:Indicator:Disclosure_of_timeframe_for_channel_for_raising_concerns_to_be_in_place,2,success,
urn:sds:reg:esrs:s2_3_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_09,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_value_chain_workers_are_able_to_access_channels_at_level_of_undert,2,success,
urn:sds:reg:esrs:s2_3_10,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_10,urn:ngsi-ld:Indicator:Third-party_mechanisms_are_accessible_to_all_workers,2,success,
urn:sds:reg:esrs:s2_3_11,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_11,urn:ngsi-ld:Indicator:Grievances_are_treated_confidentially_and_with_respect_to_rights_of_privacy_and_data_protection,2,success,
urn:sds:reg:esrs:s2_3_12,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_3_12,urn:ngsi-ld:Indicator:Channels_to_raise_concerns_or_needs_allow_for_value_chain_workers_to_use_them_anonymously,2,success,
urn:sds:reg:esrs:s2_4_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_01,urn:ngsi-ld:Indicator:Description_of_action_planned_or_underway_to_prevent_mitigate_or_remediate_material_negative_imp,2,success,
urn:sds:reg:esrs:s2_4_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_02,urn:ngsi-ld:Indicator:Description_of_whether_and_how_action_to_provide_or_enable_remedy_in_relation_to_an_actual_mater,2,success,
urn:sds:reg:esrs:s2_4_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_03,urn:ngsi-ld:Indicator:Description_of_additional_initiatives_or_processes_with_primary_purpose_of_delivering_positive_i,2,success,
urn:sds:reg:esrs:s2_4_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_04,urn:ngsi-ld:Indicator:Description_of_how_effectiveness_of_actions_or_initiatives_in_delivering_outcomes_for_value_chai,2,success,
urn:sds:reg:esrs:s2_4_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_05,urn:ngsi-ld:Indicator:Description_of_processes_to_identifying_what_action_is_needed_and_appropriate_in_response_to_par,2,success,
urn:sds:reg:esrs:s2_4_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_06,urn:ngsi-ld:Indicator:Description_of_approach_to_taking_action_in_relation_to_specific_material_negative_impacts_on_va,2,success,
urn:sds:reg:esrs:s2_4_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_07,urn:ngsi-ld:Indicator:Description_of_approach_to_ensuring_that_processes_to_provide_or_enable_remedy_in_event_of_mater,2,success,
urn:sds:reg:esrs:s2_4_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_08,urn:ngsi-ld:Indicator:Description_of_what_action_is_planned_or_underway_to_mitigate_material_risks_arising_from_impact,2,success,
urn:sds:reg:esrs:s2_4_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_09,urn:ngsi-ld:Indicator:Description_of_what_action_is_planned_or_underway_to_pursue_material_opportunities_in_relation_t,2,success,
urn:sds:reg:esrs:s2_4_10,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_10,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_it_is_ensured_that_own_practices_do_not_cause_or_contribute_to_mat,2,success,
urn:sds:reg:esrs:s2_4_11,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_11,urn:ngsi-ld:Indicator:Disclosure_of_severe_human_rights_issues_and_incidents_connected_to_upstream_and_downstream_valu,2,success,
urn:sds:reg:esrs:s2_4_12,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_12,urn:ngsi-ld:Indicator:Disclosure_of_resources_allocated_to_management_of_material_impacts,2,success,
urn:sds:reg:esrs:s2_4_13,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_13,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_undertaking_seeks_to_use_leverage_with_relevant_business_relations,2,success,
urn:sds:reg:esrs:s2_4_14,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_14,urn:ngsi-ld:Indicator:Disclosure_of_how_participation_in_industry_or_multi-stakeholder_initiative_and_undertaking_s_ow,2,success,
urn:sds:reg:esrs:s2_4_15,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_15,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_value_chain_workers_and_legitimate_representatives_or_their_credib,2,success,
urn:sds:reg:esrs:s2_4_16,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_16,urn:ngsi-ld:Indicator:Information_about_intended_or_achieved_positive_outcomes_of_programmes_or_processes_for_value_ch,2,success,
urn:sds:reg:esrs:s2_4_17,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_17,urn:ngsi-ld:Indicator:Initiatives_or_processes_whose_primary_aim_is_to_deliver_positive_impacts_for_value_chain_worker,2,success,
urn:sds:reg:esrs:s2_4_18,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_4_18,urn:ngsi-ld:Indicator:Description_of_internal_functions_that_are_involved_in_managing_impacts_and_types_of_action_take,2,success,
urn:sds:reg:esrs:s2_5_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_5_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_value_chain_workers_their_legitimate_representatives_or_credible_p,2,success,
urn:sds:reg:esrs:s2_5_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_5_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_value_chain_workers_their_legitimate_representatives_or_credible_p,2,success,
urn:sds:reg:esrs:s2_5_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_5_03,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_value_chain_workers_their_legitimate_representatives_or_credible_p,2,success,
urn:sds:reg:esrs:s2_5_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_5_04,urn:ngsi-ld:Indicator:Disclosure_of_intended_outcomes_to_be_achieved_in_lives_of_value_chain_workers,2,success,
urn:sds:reg:esrs:s2_5_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_5_05,urn:ngsi-ld:Indicator:Information_about_stability_over_time_of_target_in_terms_of_definitions_and_methodologies_to_ena,2,success,
urn:sds:reg:esrs:s2_5_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_5_06,urn:ngsi-ld:Indicator:Disclosure_of_references_to_standards_or_commitments_on_which_target_is_based,2,success,
urn:sds:reg:esrs:s2_sbm_3_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_01,urn:ngsi-ld:Indicator:All_value_chain_workers_who_can_be_materially_impacted_by_undertaking_are_included_in_scope_of_d,2,success,
urn:sds:reg:esrs:s2_sbm_3_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_02,urn:ngsi-ld:Indicator:Description_of_types_of_value_chain_workers_subject_to_material_impacts,2,success,
urn:sds:reg:esrs:s2_sbm_3_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_03,urn:ngsi-ld:Indicator:Type_of_value_chain_workers_subject_to_material_impacts_by_own_operations_or_through_value_chain,2,success,
urn:sds:reg:esrs:s2_sbm_3_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_04,urn:ngsi-ld:Indicator:Disclosure_of_geographies_or_commodities_for_which_there_is_significant_risk_of_child_labour_or_,2,success,
urn:sds:reg:esrs:s2_sbm_3_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_05,urn:ngsi-ld:Indicator:Material_negative_impacts_occurrence_value_chain_workers_,2,success,
urn:sds:reg:esrs:s2_sbm_3_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_06,urn:ngsi-ld:Indicator:Description_of_activities_that_result_in_positive_impacts_and_types_of_value_chain_workers_that_,2,success,
urn:sds:reg:esrs:s2_sbm_3_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_07,urn:ngsi-ld:Indicator:Description_of_material_risks_and_opportunities_arising_from_impacts_and_dependencies_on_value_c,2,success,
urn:sds:reg:esrs:s2_sbm_3_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_08,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_the_undertaking_has_developed_an_understanding_of_how_workers_with,2,success,
urn:sds:reg:esrs:s2_sbm_3_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s2_sbm_3_09,urn:ngsi-ld:Indicator:Disclosure_of_which_of_material_risks_and_opportunities_arising_from_impacts_and_dependencies_on,2,success,
urn:sds:reg:esrs:s3_1_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_01,urn:ngsi-ld:Indicator:Disclosure_of_any_any_particular_policy_provisions_for_preventing_and_addressing_impacts_on_indi,2,success,
urn:sds:reg:esrs:s3_1_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_02,urn:ngsi-ld:Indicator:Description_of_relevant_human_rights_policy_commitments_relevant_to_affected_communities,2,success,
urn:sds:reg:esrs:s3_1_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_03,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_in_relation_to_respect_for_human_rights_of_communities_and_indige,2,success,
urn:sds:reg:esrs:s3_1_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_04,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_in_relation_to_engagement_with_affected_communities,2,success,
urn:sds:reg:esrs:s3_1_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_05,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_in_relation_to_measures_to_provide_and_or_enable_remedy_for_human,2,success,
urn:sds:reg:esrs:s3_1_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_06,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_policies_are_aligned_with_relevant_internationally_recognised_inst,2,success,
urn:sds:reg:esrs:s3_1_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_07,urn:ngsi-ld:Indicator:Disclosure_of_extent_and_indication_of_nature_of_cases_of_non-respect_of_the_UN_Guiding_Principl,2,success,
urn:sds:reg:esrs:s3_1_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_08,urn:ngsi-ld:Indicator:Disclosure_of_explanations_of_significant_changes_to_policies_adopted_during_reporting_year,2,success,
urn:sds:reg:esrs:s3_1_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_1_09,urn:ngsi-ld:Indicator:Disclosure_on_an_illustration_of_the_types_of_communication_of_its_policies_to_those_individuals,2,success,
urn:sds:reg:esrs:s3_2_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_perspectives_of_affected_communities_inform_decisions_or_activitie,2,success,
urn:sds:reg:esrs:s3_2_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_02,urn:ngsi-ld:Indicator:Engagement_occurs_with_affected_communities_or_their_legitimate_representatives_directly_or_with,2,success,
urn:sds:reg:esrs:s3_2_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_03,urn:ngsi-ld:Indicator:Disclosure_of_stage_at_which_engagement_occurs_type_of_engagement_and_frequency_of_engagement,2,success,
urn:sds:reg:esrs:s3_2_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_04,urn:ngsi-ld:Indicator:Disclosure_of_function_and_most_senior_role_within_undertaking_that_has_operational_responsibili,2,success,
urn:sds:reg:esrs:s3_2_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_05,urn:ngsi-ld:Indicator:Disclosure_of_how_the_undertaking_assesses_the_effectiveness_of_its_engagement_with_affected_com,2,success,
urn:sds:reg:esrs:s3_2_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_06,urn:ngsi-ld:Indicator:Disclosure_of_steps_taken_to_gain_insight_into_perspectives_of_affected_communities_hat_may_be_p,2,success,
urn:sds:reg:esrs:s3_2_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_07,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_the_undertaking_takes_into_account_and_ensures_respect_of_particul,2,success,
urn:sds:reg:esrs:s3_2_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_08,urn:ngsi-ld:Indicator:Statement_in_case_the_undertaking_has_not_adopted_a_general_process_to_engage_with_affected_comm,2,success,
urn:sds:reg:esrs:s3_2_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_2_09,urn:ngsi-ld:Indicator:Disclosure_of_timeframe_for_adoption_of_general_process_to_engage_with_affected_communities_in_c,2,success,
urn:sds:reg:esrs:s3_3_10,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_10,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_to_and_processes_for_providing_or_contributing_to_remedy_where_un,2,success,
urn:sds:reg:esrs:s3_3_11,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_11,urn:ngsi-ld:Indicator:Disclosure_of_specific_channels_in_place_for_affected_communities_to_raise_concerns_or_needs_dir,2,success,
urn:sds:reg:esrs:s3_3_12,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_12,urn:ngsi-ld:Indicator:Disclosure_of_processes_through_which_undertaking_supports_or_requires_availability_of_channels,2,success,
urn:sds:reg:esrs:s3_3_13,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_13,urn:ngsi-ld:Indicator:Disclosure_of_how_issues_raised_and_addressed_are_tracked_and_monitored_and_how_effectiveness_of,2,success,
urn:sds:reg:esrs:s3_3_14,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_14,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_it_is_assessed_that_affected_communities_are_aware_of_and_trust_st,2,success,
urn:sds:reg:esrs:s3_3_15,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_15,urn:ngsi-ld:Indicator:Policies_regarding_protection_against_retaliation_for_individuals_that_use_channels_to_raise_con,2,success,
urn:sds:reg:esrs:s3_3_16,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_16,urn:ngsi-ld:Indicator:Statement_in_case_the_undertaking_has_not_adopted_a_general_process_to_engage_with_affected_comm,2,success,
urn:sds:reg:esrs:s3_3_17,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_17,urn:ngsi-ld:Indicator:Disclosure_of_timeframe_for_channel_or_processes_for_raising_concerns_to_be_in_place,2,success,
urn:sds:reg:esrs:s3_3_18,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_18,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_affected_communities_are_able_to_access_channels_at_level_of_under,2,success,
urn:sds:reg:esrs:s3_3_19,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_19,urn:ngsi-ld:Indicator:Third-party_mechanisms_are_accessible_to_all_affected_communities,2,success,
urn:sds:reg:esrs:s3_3_20,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_20,urn:ngsi-ld:Indicator:Grievances_are_treated_confidentially_and_with_respect_to_rights_of_privacy_and_data_protection,2,success,
urn:sds:reg:esrs:s3_3_21,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_3_21,urn:ngsi-ld:Indicator:affected_communities_are_allowed_to_use_anonymously_channels_to_raise_concerns_or_needs,2,success,
urn:sds:reg:esrs:s3_4_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_01,urn:ngsi-ld:Indicator:Description_of_action_taken_planned_or_underway_to_prevent_mitigate_or_remediate_material_negati,2,success,
urn:sds:reg:esrs:s3_4_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_02,urn:ngsi-ld:Indicator:Description_of_whether_and_how_the_undertaking_has_taken_action_to_provide_or_enable_remedy_in_r,2,success,
urn:sds:reg:esrs:s3_4_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_03,urn:ngsi-ld:Indicator:Description_of_additional_initiatives_or_processes_with_primary_purpose_of_delivering_positive_i,2,success,
urn:sds:reg:esrs:s3_4_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_04,urn:ngsi-ld:Indicator:Description_of_how_effectiveness_of_actions_or_initiatives_in_delivering_outcomes_for_affected_c,2,success,
urn:sds:reg:esrs:s3_4_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_05,urn:ngsi-ld:Indicator:Description_of_processes_to_identifying_what_action_is_needed_and_appropriate_in_response_to_par,2,success,
urn:sds:reg:esrs:s3_4_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_06,urn:ngsi-ld:Indicator:Description_of_approach_to_taking_action_in_relation_to_specific_material_negative_impacts_on_af,2,success,
urn:sds:reg:esrs:s3_4_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_07,urn:ngsi-ld:Indicator:Description_of_approach_to_ensuring_that_processes_to_provide_or_enable_remedy_in_event_of_mater,2,success,
urn:sds:reg:esrs:s3_4_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_08,urn:ngsi-ld:Indicator:Description_of_what_action_is_planned_or_underway_to_mitigate_material_risks_arising_from_impact,2,success,
urn:sds:reg:esrs:s3_4_09,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_09,urn:ngsi-ld:Indicator:Description_of_what_action_is_planned_or_underway_to_pursue_material_opportunities_in_relation_t,2,success,
urn:sds:reg:esrs:s3_4_10,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_10,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_it_is_ensured_that_own_practices_do_not_cause_or_contribute_to_mat,2,success,
urn:sds:reg:esrs:s3_4_11,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_11,urn:ngsi-ld:Indicator:Disclosure_of_severe_human_rights_issues_and_incidents_connected_to_affected_communities,2,success,
urn:sds:reg:esrs:s3_4_12,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_12,urn:ngsi-ld:Indicator:Disclosure_of_resources_allocated_to_management_of_material_impacts,2,success,
urn:sds:reg:esrs:s3_4_13,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_13,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_undertaking_seeks_to_use_leverage_with_relevant_business_relations,2,success,
urn:sds:reg:esrs:s3_4_14,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_14,urn:ngsi-ld:Indicator:Disclosure_of_how_participation_in_industry_or_multi-stakeholder_initiative_and_undertaking_s_ow,2,success,
urn:sds:reg:esrs:s3_4_15,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_15,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_affected_communities_play_role_in_decisions_regarding_design_and_i,2,success,
urn:sds:reg:esrs:s3_4_16,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_16,urn:ngsi-ld:Indicator:Information_about_intended_or_achieved_positive_outcomes_of_programmes_or_investments_for_affect,2,success,
urn:sds:reg:esrs:s3_4_17,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_17,urn:ngsi-ld:Indicator:Explanation_of_the_approximate_scope_of_affected_communities_covered_by_the_described_social_inv,2,success,
urn:sds:reg:esrs:s3_4_18,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_18,urn:ngsi-ld:Indicator:Initiatives_or_processes_whose_primary_aim_is_to_deliver_positive_impacts_for_affected_communiti,2,success,
urn:sds:reg:esrs:s3_4_19,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_4_19,urn:ngsi-ld:Indicator:Description_of_internal_functions_that_are_involved_in_managing_impacts_and_types_of_action_take,2,success,
urn:sds:reg:esrs:s3_5_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_5_01,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_affected_communities_were_engaged_directly_in_setting_targets,2,success,
urn:sds:reg:esrs:s3_5_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_5_02,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_affected_communities_were_engaged_directly_in_tracking_performance,2,success,
urn:sds:reg:esrs:s3_5_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_5_03,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_affected_communities_were_engaged_directly_in_identifying_lessons_,2,success,
urn:sds:reg:esrs:s3_5_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_5_04,urn:ngsi-ld:Indicator:Disclosure_of_intended_outcomes_to_be_achieved_in_lives_of_affected_communities,2,success,
urn:sds:reg:esrs:s3_5_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_5_05,urn:ngsi-ld:Indicator:Information_about_stability_over_time_of_target_in_terms_of_definitions_and_methodologies_to_ena,2,success,
urn:sds:reg:esrs:s3_5_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_5_06,urn:ngsi-ld:Indicator:Disclosure_of_references_to_standards_or_commitments_on_which_target_is_based,2,success,
urn:sds:reg:esrs:s3_sbm_3_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_01,urn:ngsi-ld:Indicator:All_affected_communities_who_can_be_materially_impacted_by_undertaking_are_included_in_scope_of_,2,success,
urn:sds:reg:esrs:s3_sbm_3_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_02,urn:ngsi-ld:Indicator:Description_of_types_of_affected_communities_subject_to_material_impacts,2,success,
urn:sds:reg:esrs:s3_sbm_3_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_03,urn:ngsi-ld:Indicator:Type_of_communities_subject_to_material_impacts_by_own_operations_or_through_value_chain,2,success,
urn:sds:reg:esrs:s3_sbm_3_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_04,urn:ngsi-ld:Indicator:Material_negative_impacts_occurrence_affected_communities_,2,success,
urn:sds:reg:esrs:s3_sbm_3_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_05,urn:ngsi-ld:Indicator:Description_of_activities_that_result_in_positive_impacts_and_types_of_affected_communities_that,2,success,
urn:sds:reg:esrs:s3_sbm_3_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_06,urn:ngsi-ld:Indicator:Description_of_material_risks_and_opportunities_arising_from_impacts_and_dependencies_on_affecte,2,success,
urn:sds:reg:esrs:s3_sbm_3_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_07,urn:ngsi-ld:Indicator:Disclosure_of_whether_and_how_the_undertaking_has_developed_an_understanding_of_how_affected_com,2,success,
urn:sds:reg:esrs:s3_sbm_3_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s3_sbm_3_08,urn:ngsi-ld:Indicator:Disclosure_of_which_of_material_risks_and_opportunities_arising_from_impacts_and_dependencies_on,2,success,
urn:sds:reg:esrs:s4_1_01,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_01,urn:ngsi-ld:Indicator:Policies_to_manage_material_impacts_risks_and_opportunities_related_to_affected_consumers_and_en,2,success,
urn:sds:reg:esrs:s4_1_02,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_02,urn:ngsi-ld:Indicator:Description_of_relevant_human_rights_policy_commitments_relevant_to_consumers_and_or_end-users,2,success,
urn:sds:reg:esrs:s4_1_03,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_03,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_in_relation_to_respect_for_human_rights_of_consumers_and_end-user,2,success,
urn:sds:reg:esrs:s4_1_04,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_04,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_in_relation_to_engagement_with_consumers_and_or_end-users,2,success,
urn:sds:reg:esrs:s4_1_05,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_05,urn:ngsi-ld:Indicator:Disclosure_of_general_approach_in_relation_to_measures_to_provide_and_or_enable_remedy_for_human,2,success,
urn:sds:reg:esrs:s4_1_06,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_06,urn:ngsi-ld:Indicator:Description_of_whether_and_how_policies_are_aligned_with_relevant_internationally_recognised_ins,2,success,
urn:sds:reg:esrs:s4_1_07,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_07,urn:ngsi-ld:Indicator:Disclosure_of_extent_and_indication_of_nature_of_cases_of_non-respect_of_the_UN_Guiding_Principl,2,success,
urn:sds:reg:esrs:s4_1_08,ESRS Official,S,urn:ngsi-ld:Dataset:esrs_s4_1_08,urn:ngsi-ld:Indicator:Disclosure_of_explanations_of_significant_changes_to_policies_adopted_during_reporting_year,2,success,
